,약국명,주소,전화번호
1050,동백약국,"서울특별시 서대문구 증가로 145, 1층 103호 (남가좌동)",02-6952-1701
1051,동백약국,"서울특별시 금천구 금하로 651, 1층 (시흥동)",028020478
1052,동보당약국,서울특별시 관악구 관악로 236 (봉천동),02-877-3303
1053,동보약국,서울특별시 영등포구 영중로 22  (영등포동3가),02-2678-0362
1054,동부대학약국,"서울특별시 동대문구 무학로 122, 1층 (용두동)",02-921-3212
1055,동부메디칼약국,서울특별시 동대문구 무학로 128 (용두동),02-922-7627
1056,동부약국,서울특별시 용산구 이촌로 245,02-795-6242
1057,동부약국,서울특별시 성북구  숭인로2길  61 (길음동),02-983-7950
1058,동부약국,"서울특별시 중랑구 망우로 503, 동부약국 1층 (망우동)",070-7584-8073
1059,동북약국,"서울특별시 강북구 솔샘로 233, 305호 (미아동)",02-945-5505
1060,동산약국,"서울특별시 노원구 동일로 1280, 1층 109호,110호 (중계동, 무지개아파트단지내상가)",02-948-9476
1061,동산약국,"서울특별시 동대문구 왕산로 225, A동 1층 32-1호 (청량리동, 미주상가)",02-963-5500
1062,동산온누리약국,"서울특별시 강서구 양천로 606, (등촌동)",02-3663-7953
1063,동삼약국,서울특별시 중랑구 면목로 344-1 (면목동),02-433-3760
1064,동서약국,서울특별시 종로구 종로 222 (종로5가),02-2278-2140
1065,동서약국,"서울특별시 송파구 마천로5길 4 (오금동, 4층)",02-403-4737
1066,동서온누리약국,서울특별시 강동구 풍성로37가길 39,02-476-6262
1067,동서옵티마약국,"서울특별시 성북구 동소문로 304, 이재범치과의원 1층 (하월곡동)",02-943-3572
1068,동서울약국,"서울특별시 광진구 강변역로 50, 동서울종합터미널 124호 (구의동)",02-452-0015
1069,동성약국,서울특별시 강서구 금낭화로23길 8,02-2666-5092
1070,동성약국,"서울특별시 중랑구 겸재로 84, (면목동)",02-432-1653
1071,동성약국,"서울특별시 강남구 삼성로 212  (대치동, 은마아파트)",02-566-3728
1072,동성약국,서울특별시 구로구 디지털로19길 51,02-854-3357
1073,동성온누리약국,서울특별시 성북구 안암로 105 (안암동5가),02-923-6788
1074,동시약국,"서울특별시 종로구 종로 202-1 (종로4가, 동흥빌딩)",02-2268-4055
1075,동신당약국,서울특별시 영등포구 양산로 138-1  (당산동1가),02-2677-8277
1076,동아약국,"서울특별시 동대문구 서울시립대로 31, 102-119호 (전농동, 동아아파트)",02-2214-7937
1077,동아약국,서울특별시 용산구 회나무로 16 (이태원동),02-794-8873
1078,동아약국,서울특별시 중랑구 동일로130길 52  (중화동),02-434-6683
1079,동아약국,"서울특별시 강북구 도봉로 118, 1층 (미아동)",02-985-1448
1080,동아약국,"서울특별시 강동구 천호대로 997, (천호동)",02-485-4195
1081,동아약국,서울특별시 종로구 종로 192 (종로4가),02-2285-5702
1082,동아약국,"서울특별시 송파구 올림픽로 114, 2층 (잠실동, 서경빌딩)",02-419-3141
1083,동아약국,서울특별시 강남구 강남대로66길 14  (역삼동),02-539-7030
1084,동아온누리약국,서울특별시 금천구 시흥대로 371 (독산동),02-804-0582
1085,동안메디약국,"서울특별시 동대문구 천호대로17길 75, 1층 (용두동)",02-962-7244
1086,동오약국,서울특별시 용산구 보광로 18 (보광동),02-749-1293
1087,동우약국,서울특별시 서초구 남부순환로356길 15,02-574-2678
1088,동원약국,"서울특별시 관악구 신림로 360-1, (신림동)",02-883-7525
1089,동의삼성약국,서울특별시 송파구 거마로22길 49  (마천동),02-400-2636
1090,동의송도약국,"서울특별시 강서구 강서로54길 79, 1층 (등촌동)",02-2659-0832
1091,동의온누리약국,서울특별시 강남구 논현로64길 22 1층 (역삼동),02-508-3597
1092,동인약국,"서울특별시 관악구 인헌길 76, 1층 (봉천동)",02-872-0088
1093,동인약국,서울특별시 종로구 창신길 11,02-743-7371
1094,동인프라자약국,서울특별시 양천구 남부순환로40길 13 (신월동),02-2605-9844
1095,동인프라자온누리약국,"서울특별시 강남구 밤고개로1길 10, 117-2호 (수서동, 수서현대벤쳐빌)",02-3411-3388
1096,동일약국,서울특별시 양천구 월정로 139-1,02-2625-2282
1097,동일약국,서울특별시 노원구 동일로 1341 (상계동),02-936-0811
1098,동일프라자약국,"서울특별시 양천구 신정로7길 60-5, 107호(신정동,동일프라자빌딩)",02-2687-9416
1099,동주약국,서울특별시 강동구 명일로 243 (길동),02-486-2664
1100,동틀약국,서울특별시 성동구 동일로 135(성수동2가),02-465-0085
1101,동해물약국,"서울특별시 구로구 구로동로 138, (구로동)",02-863-5333
1102,동해물약국,"서울특별시 서초구 동광로12가길 42, 1층 (방배동)",02-594-3141
1103,동현당약국,"서울특별시 강남구 언주로146길 18  (논현동, 동현아파트)",02-547-8207
1104,동현약국,"서울특별시 강동구 양재대로127길 19, (천호동)",02-472-7722
1105,동호약국,서울특별시 강남구 테헤란로114길 16,02-567-3935
1106,동호일층약국,"서울특별시 중랑구 동일로 925, 1층 (묵동)",02-949-1630
1107,동화약국,서울특별시 중구 다산로34길 47 (신당동),02-2234-9666
1108,동화약국,"서울특별시 종로구 창경궁로 234, 동화빌딩 103호 (명륜4가)",02-762-0045
1109,두드림온누리약국,"서울특별시 동대문구 천호대로 267, DANA 1층 102호 (답십리동)",02-6949-5444
1110,두레약국,"서울특별시 은평구 증산로9길 13, 105호 (증산동, 문영마운틴아파트)",02-305-8887
1111,두레약국,"서울특별시 강동구 고덕로83길 6, 101호 (고덕동)",02-429-1662
1112,두루미약국,"서울특별시 강동구 고덕로 262, 고덕역 효성해링턴 타워 더퍼스트 110호,111호 (명일동)",02-426-1007
1113,두리약국,서울특별시 서초구 사임당로 180,02-583-9305
1114,두리약국,서울특별시 강남구 일원로 35,02-445-3188
1115,두리약국,"서울특별시 송파구 송이로 239, 도은빌딩 1층 4호 (문정동)",02-431-7999
1116,두리약국,"서울특별시 성북구 돌곶이로 37, 1층 (석관동, 상지빌딩)",02-969-3394
1117,두산약국,서울특별시 관악구 봉천로 391 (봉천동) ,02-888-2369
1118,두산약국,"서울특별시 구로구 구로중앙로 16, 1층(구로동)",02-859-6414
1119,둔촌세계로약국,"서울특별시 강동구 양재대로 1319, 경일빌딩 1층 106호 (성내동)",02-471-4700
1120,둔촌온누리약국,"서울특별시 강동구 양재대로 1325, 102,103호 (성내동)",02-473-2448
1121,드림삼성약국,서울특별시 관악구 구암길 98,02-871-8432
1122,드림약국,"서울특별시 서초구 서초중앙로22길 8, 행림약품 1층 2호 (서초동)",02-522-5776
1123,드림약국,"서울특별시 영등포구 영중로 15, 타임스퀘어 지하1층 128-2호 (영등포동4가)",02-2068-1636
1124,드림약국,"서울특별시 노원구 동일로 1677, 1층 (상계동, 제성빌딩)",02-937-0400
1125,드림약국,"서울특별시 송파구 올림픽로35길 10, 파크리오상가B동 202-1호 (신천동, 파크리오)",02-423-2771
1126,드림약국,서울특별시 서대문구 수색로 26 (남가좌동),02-302-7111
1127,드림약국,서울특별시 중랑구 사가정로 395 (면목동),02-432-6641
1128,드림약국,"서울특별시 강북구 덕릉로 136, 2층 (번동, 삼양빌딩)",02-853-1854
1129,드림약국,"서울특별시 양천구 목동서로 256, 동문빌딩 1층 (목동)",02-2654-9503
1130,드림약국,서울특별시 강남구 논현로 717,02-548-3856
1131,드림약국,"서울특별시 마포구 월드컵북로 396, B1010호 일부(상암동, 누리꿈스퀘어)",02-2132-8114
1132,드림약국,서울특별시 성북구 돌곶이로27길 79 (장위동),02-916-6222
1133,드림약국,서울특별시 동대문구 천호대로 8 (신설동),02-2231-9196
1134,드림온누리약국,"서울특별시 도봉구 마들로 551, 상가동 1층 120호 (창동, 쌍용아파트)",02-999-1514
1135,드림온누리약국,서울특별시 양천구 목동중앙본로 68-1 (목동),02-2062-8872
1136,드림케어약국,서울특별시 강남구 압구정로 162 (신사동) 1층 107호,070-8848-2878
1137,드림팜약국,"서울특별시 강동구 아리수로93길 27, 405호(강일동,강일타워)",02-441-7582
1138,든든약국,"서울특별시 성동구 아차산로 113, 삼진빌딩 3층 303-2호 (성수동2가)",02-469-0749
1139,디딤온누리약국,"서울특별시 광진구 천호대로 653, 1층 (중곡동)",02-456-9972
1140,디엠씨4번출구약국,서울특별시 은평구 수색로 지하 175 1층 003호,02-2039-0190
1141,디오빌약국,서울특별시 영등포구 당산로 222,02-2633-5545
1142,따뜻한약국,"서울특별시 종로구 종로 19, 르메이에르종로타운1 304-1호 (종로1가)",02-2075-7333
1143,딸기약국,"서울특별시 노원구 화랑로51길 78, 상가동 1층 103호 (공릉동, 비선아파트)",02-978-1430
1144,뚝도약국,"서울특별시 광진구 뚝섬로 595, 1층 (자양동)",02-454-3222
1145,뚝섬스타약국,"서울특별시 성동구 아차산로 42, 지하1층 (성수동1가)",02-499-2600
1146,라라약국,"서울특별시 강남구 테헤란로 125, 지하1층 (역삼동)",070-7705-7339
1147,라라약국,"서울특별시 노원구 동일로203가길 29, 271호, 272호 (중계동, 중계브라운스톤)",02-948-8823
1148,라라온누리약국,"서울특별시 강북구 도봉로 295, 1층 (수유동)",02-998-1335
1149,라미약국,"서울특별시 송파구 올림픽로8길 20, 잠실아이파크 1층 A115호 (잠실동)",02-412-0199
1150,라벤더약국,"서울특별시 서초구 강남대로 449, 영신빌딩 지하2층 (서초동)",050-71399-1085
1151,라온365온누리약국,"서울특별시 강서구 화곡로 166, 1층 (화곡동)",02-2699-6924
1152,라온약국,"서울특별시 강동구 성안로 155  (천호동, 강동역두산위브센티움)",02-476-1918
1153,라온약국,"서울특별시 송파구 올림픽로 240, 잠실지하광장 지하도상가 1호 (잠실동)",02-3431-4485
1154,라온약국,"서울특별시 구로구 새말로 97, 신도림테크노마트 사무동 10층 (구로동)",02-837-9998
1155,라온약국,"서울특별시 강남구 강남대로 318, 1층 (역삼동)",02-2193-9100
1156,라온약국,"서울특별시 강서구 양천로 570, 115호 (등촌동)",02-2013-5677
1157,라온온누리약국,"서울특별시 관악구 신림로 344, SK허브그린 107,108호 (신림동)",02-889-8875
1158,라온온누리약국,"서울특별시 양천구 신월로 179, 1층 (신월동)",02-6956-0980
1159,라이프약국,"서울특별시 동대문구 사가정로 111-1, 1층 (전농동)",02-2216-0878
1160,라이프약국,"서울특별시 마포구 신촌로 190, 1층 (염리동)",02-706-0893
1161,라이프약국,"서울특별시 강남구 삼성로149길 32, 102호 (청담동)",02-549-4750
1162,라임약국,서울특별시 강서구 강서로13길 3 (화곡동),070-8868-9161
1163,라임약국,"서울특별시 노원구 노해로 485, 101호 (상계동, 금정빌딩)",02-939-1394
1164,라임약국,서울특별시 동작구 여의대방로 142 (대방동),02-813-7779
1165,라임약국,"서울특별시 서초구 서초중앙로 229, 1층 (반포동)",02-554-1390
1166,라임약국,"서울특별시 금천구 디지털로9길 56, 코오롱테크노밸리 109호 (가산동)",02-867-3776
1167,라임약국,"서울특별시 광진구 아차산로 375, 크레신타워3차 1층 107호 (구의동)",02-453-0770
1168,라임약국,"서울특별시 중구 퇴계로 447, 218-1호 (황학동, 황학 아크로타워)",02-2231-6191
1169,라임약국,서울특별시 관악구 난곡로 215 (신림동),02-857-1779
1170,라임약국,"서울특별시 용산구 백범로90길 38, 102호 (문배동, 프라임펠리스)",02-702-5632
1171,라임약국,"서울특별시 송파구 마천로 25, 1층 (방이동)",02-3432-7582
1172,라임약국,"서울특별시 마포구 신촌로 170, 2층 상가 311호(대흥동, 이대역푸르지오시티)",02-703-3311
1173,라파약국,"서울특별시 동작구 상도로 348, 평강빌딩 1층 (상도동)",02-817-2846
1174,라파온누리약국,"서울특별시 도봉구 우이천로4길 42, 1층 (창동)",02-995-4998
1175,락희온누리약국,"서울특별시 송파구 송파대로 381, 형제빌딩 1층 (석촌동)",02-419-8575
1176,래미안나나약국,"서울특별시 구로구 디지털로31길 86 (구로동, 삼성래미안아파트)",02-855-5826
1177,래미안스타약국,"서울특별시 용산구 한강대로 95, 지하2층 208호 (한강로2가, 래미안용산 더 센트럴)",02-2088-3335
1178,래미안약국,"서울특별시 동대문구 전농로3길 78-1, 1층 (답십리동)",02-6229-1863
1179,래미안약국,"서울특별시 성북구 숭인로 50, 상가동 2302호 (길음동, 래미안길음센터피스)",02-981-9993
1180,래미안온누리약국,서울특별시 영등포구 당산로 214,02-2675-5250
1181,레몬약국,"서울특별시 서대문구 통일로 510, 상가동 지2층 107호 (홍은동, 북한산 더샵)",02-391-0199
1182,레몬약국,"서울특별시 강남구 학동로 235, 로이빌딩 1층 102호 (논현동)",02-6949-3050
1183,레몬약국,"서울특별시 광진구 아차산로 478, 4층 (구의동,그레이스빌딩)",02-452-7736
1184,레스큐약국,서울특별시 양천구 목동서로 49 (목동),02-2653-2119
1185,레이첼약국,"서울특별시 강남구 강남대로 470, 808타워 5층 502호 (역삼동)",02-6013-9151
1186,레이크이화약국,"서울특별시 송파구 석촌호수로 135, 레이크팰리스 A동 122호 (잠실동)",070-4897-7137
1187,로데오약국,서울특별시 강남구 선릉로 823  (신사동),02-540-4091
1188,로데오약국,서울특별시 중랑구 면목로 330 (면목동),02-495-1977
1189,로데오약국,서울특별시 양천구 신정중앙로23길 3,02-2606-2567
1190,로뎀약국,"서울특별시 관악구 난곡로 349, 1층 102호 (신림동)",02-863-8975
1191,로얄약국,"서울특별시 영등포구 국회대로37길 25, (당산동4가)",02-2633-2822
1192,로얄약국,"서울특별시 중랑구 망우로 247, 로얄스포츠센터 1층 (중화동)",02-2207-2080
1193,롯데프라자약국,"서울특별시 금천구 시흥대로 291, 268호 (독산동, 금천롯데캐슬골드파크3차)",02-6012-9988
1194,롱약국,"서울특별시 마포구 양화로 지하 55, 합정역 B1  238-105호 (서교동)",070-8098-4603
1195,루비약국,"서울특별시 강남구 논현로 823, 101호 (신사동)",02-542-1215
1196,루터약국,"서울특별시 송파구 올림픽로35다길 42, 한국루터회관 1층 (신천동)",02-6424-7050
1197,르네약국,"서울특별시 송파구 삼전로 66, SM76(순명빌딩) 1층 102호 (삼전동)",02-421-2110
1198,르씨엘약국,"서울특별시 강남구 학동로 215, 101호,107호 (논현동)",02-540-0047
1199,르호봇약국,서울특별시 마포구 서강로 133 병우빌딩 4층,02-3141-7891
1200,리더스약국,"서울특별시 금천구 벚꽃로 286, 삼성리더스타워 1층 110-1호 (가산동)",02-835-1157
1201,리더스약국,"서울특별시 서초구 강남대로 349, 우남빌딩 6층 (서초동)",02-522-0121
1202,리드팜힘찬약국,"서울특별시 관악구 은천로 109, 1층 (봉천동)",02-885-7422
1203,리본약국,"서울특별시 강남구 도산대로16길 6, 1층 일부호 (논현동)",02-543-9005
1204,리센츠약국,"서울특별시 송파구 올림픽로 145, 리센츠 3층 3A36호 (잠실동)",02-421-3610
1205,리엔약국,"서울특별시 강동구 상일로 74, 상가2동 2층 203호 (상일동, 고덕리엔파크3단지아파트)",02-441-9377
1206,리즈약국,"서울특별시 서초구 반포대로18길 36, 상가동 104호 (서초동, 서초센트럴IPARK)",02-521-8887
1207,릴리약국,"서울특별시 서초구 강남대로 563, 1층 (잠원동)",02-511-5630
1208,마곡나루약국,"서울특별시 강서구 마곡서로 157, 스프링파크타워 208-2호 (마곡동)",070-4352-4547
1209,마곡메디칼약국,"서울특별시 강서구 마곡중앙5로 81, 107, 108호 (마곡동, 에스비타운)",02-2665-7585
1210,마곡새봄약국,"서울특별시 강서구 강서로 463, 새싹타워 1층 (마곡동)",02-2659-6470
1211,마곡소망약국,서울특별시 강서구 마곡중앙5로 6 2층 233호,02-3662-6111
1212,마곡스타약국,"서울특별시 강서구 공항대로 168, 1층 106-1호 (마곡동)",02-6407-3535
1213,마곡아임약국,"서울특별시 강서구 마곡중앙5로 6, 마곡나루역보타닉푸르지오시티 1층 102호 (마곡동)",07086158032
1214,마곡열린약국,"서울특별시 강서구 방화대로 294, 마곡더블유타워 114, 115호 (마곡동)",02-2661-8171
1215,마곡온약국,"서울특별시 강서구 공항대로 228, 1층 110호 (마곡동)",02-6953-2122
1216,마곡프라자약국,"서울특별시 강서구 마곡서1로 115-1, 마곡헤리움1차 105~106호 (마곡동)",070-8881-1122
1217,마곡하나약국,"서울특별시 강서구 강서로 385, 106호 (마곡동, 우성에스비타워)",02-3664-0319
1218,마더스약국,서울특별시 관악구 난곡로 226 (신림동),02-867-6464
1219,마들소망약국,서울특별시 노원구 동일로 1530 ,02-934-6627
1220,마들하나로약국,"서울특별시 노원구 동일로 1529, 303호 (상계동)",02-931-9267
1221,마들한중약국,"서울특별시 노원구 동일로 1529, 합동빌딩 203호 (상계동)",02-937-3393
1222,마래푸약국,"서울특별시 마포구 신촌로34길 37, 1층 (아현동)",02-362-2080
1223,마리약국,"서울특별시 강남구 논현로 819, 1층 (신사동, 명광빌딩)",070-8950-8548
1224,마리약국,서울특별시 마포구 마포대로 109,02-6009-1166
1225,마미약국,"서울특별시 금천구 금하로 720, 에벤에셀프라자 2층 206호 (시흥동)",02-895-8902
1226,마법의약국,"서울특별시 강서구 공항대로 186, 로뎀타워 2층 205-1호 (마곡동)",02-6396-3600
1227,마음약국,"서울특별시 영등포구 선유로 59, 104호 (문래동6가,문래아카데미)",02-2678-9135
1228,마음약국,"서울특별시 노원구 동일로 1417, 1층 (상계동)",02-930-8393
1229,마음약국,"서울특별시 관악구 남현길 7, 한일프라자 1층 (남현동)",02-585-8908
1230,마음약국,"서울특별시 동대문구 왕산로 183, 1층 (청량리동)",02-964-0675
1231,마이팜약국,서울특별시 종로구 통일로16길 2 (무악동),02-738-3044
1232,마장백화점약국,"서울특별시 동대문구 고산자로 410, 1층 (용두동)",02-962-1161
1233,마천서울약국,서울특별시 송파구 거마로 58 (마천동),02-401-6488
1234,마천푸른솔약국,"서울특별시 송파구 거마로 60, 1층(마천동)",02-409-6704
1235,마천행복한약국,"서울특별시 송파구 마천로51길 2, 수정빌딩 (마천동)",02-449-5982
1236,마트약국,"서울특별시 중랑구 동일로 932, 301호 (묵동, 묵동자이아파트)",02-979-8606
1237,마트온누리약국,서울특별시 양천구 오목로 299,02-2651-3467
1238,마포보건약국,"서울특별시 마포구 월드컵로 204, 이안상암 105호 (성산동)",02-392-3169
1239,마포삼성약국,"서울특별시 마포구 도화길 33, 1층 우측호 (도화동)",02-712-8988
1240,마포온누리약국,"서울특별시 마포구 큰우물로 76, 고려빌딩 101호 (도화동)",02-717-0608
1241,마포웰츠약국,"서울특별시 마포구 백범로 202, 201호 (신공덕동, 마포KCC웰츠타워)",02-715-6034
1242,마포지금약국,"서울특별시 마포구 큰우물로 53, 마포 네이버타운 1층 105호 (염리동)",050-71366-3437
1243,마포초록약국,"서울특별시 마포구 토정로 271, 대현빌딩 1층 (용강동)",070-8820-7879
1244,마프자서울약국,"서울특별시 마포구 대흥로24길 24, 상가A동 206호 (염리동)",02-711-3119
1245,만남온누리약국,서울특별시 강북구 삼양로 675 (우이동),02-904-8275
1246,만약국,"서울특별시 강남구 도곡로99길 31, 지하1층 (대치동)",02-2039-7862
1247,맑은샘약국,"서울특별시 강동구 천중로 237, 1층 (길동)",02-477-3002
1248,맑은샘약국,"서울특별시 성동구 금호로 117, 상가동 지2층 28-1호 (금호동2가, 금호자이1차)",02-2236-1858
1249,맑은샘약국,"서울특별시 송파구 동남로 236, 2층 (가락동)",02-485-5225
1250,맑은샘약국,서울특별시 동작구 장승배기로 110 (노량진동),02-825-8175
1251,맑은샘약국,서울특별시 동대문구 천호대로83길 39 (장안동),02-422-5060
1252,맑은샘온누리약국,서울특별시 성북구  보문로  157 (삼선동5가),02-928-8911
1253,맑은수약국,"서울특별시 영등포구 여의대방로 65, 돈보스코청소년센터 2층 8호 (신길동)",02-843-2008
1254,맑은수약국,"서울특별시 구로구 개봉로 47, 1층 (개봉동)",02-2066-7062
1255,맑은약국,"서울특별시 양천구 중앙로29길 61, 상가동 108호 (신월동, 신정뉴타운롯데캐슬)",02-2601-9116
1256,맑은약국,"서울특별시 강서구 양천로 600, 1층 (등촌동)",02-2083-0456
1257,맑은약국,"서울특별시 은평구 진관2로 57-7, 253동 104호 (진관동, 은평뉴타운우물골)",02-389-0875
1258,맑은약국,서울특별시 영등포구 당산로 42,02-2165-8210
1259,맑은약국,서울특별시 구로구 경인로40길 47,02-2617-2190
1260,맑은약국,"서울특별시 서대문구 신촌로 107, 세인빌딩 1층 (창천동)",02-363-3668
1261,맑은온누리약국,"서울특별시 송파구 새말로 125, 어은회관 107호 (문정동)",02-402-9211
1262,맑은하늘약국,"서울특별시 강남구 개포로 265, 개포동 메디시스빌딩 1층 101호 (개포동)",02-576-0415
1263,맑음약국,"서울특별시 관악구 남부순환로 1635, 1층 (신림동)",02-877-0113
1264,맘스케어약국,"서울특별시 마포구 마포대로 201 (아현동, 마포트라팰리스2차)",02-365-4110
1265,맘온누리약국,"서울특별시 강서구 공항대로 168, 117,118호 (마곡동)",02-2661-7327
1266,맘이편한약국,"서울특별시 관악구 신림로 357, 1층 (신림동)",02-888-8848
1267,망원그랜드약국,"서울특별시 마포구 월드컵로 79, 유용빌딩 1층 (망원동)",02-322-2862
1268,망원동약국,"서울특별시 마포구 망원로 69, 1층 (망원동)",02-333-9915
1269,망원시장약국,"서울특별시 마포구 월드컵로13길 56, 1층 (망원동)",02-790-7527
1270,망원우리약국,"서울특별시 마포구 망원로8길 55, 구앤윤브릭하우스 1층 (망원동)",02-332-6847
1271,매일약국,"서울특별시 관악구 인헌길 39, 법향빌 1층 (봉천동)",02-6407-0397
1272,매일약국,"서울특별시 강동구 양재대로 1335, (성내동)",02-485-1096
1273,매일약국,"서울특별시 강북구 도봉로 389, 1층 (수유동)",02-993-4341
1274,매일여는약국,서울특별시 양천구 목동동로 233-1 (목동) ,02-2061-3650
1275,매일여는약국,"서울특별시 마포구 월드컵북로 396, 누리꿈스퀘어 B1094호 (상암동)",02-2132-8365
1276,매일여는약국,"서울특별시 중랑구 망우로 346, 101동 103호 (상봉동, 한일써너스빌)",02-434-2422
1277,매일여는온누리약국,"서울특별시 송파구 백제고분로 187, 1층 103,104호 (잠실동, 파크인수)",02-3432-0365
1278,맨하탄길약국,"서울특별시 영등포구 국제금융로6길 33, 1층 127호 (여의도동)",02-785-3132
1279,메디슨약국,"서울특별시 송파구 송이로 111 (가락동, 청석빌딩 1층)",02-443-7789
1280,메디슨약국,"서울특별시 도봉구 해등로 255, 101동 102호 (쌍문동, 신원상가에벤에셀)",070-4256-9231
1281,메디안약국,"서울특별시 서초구 강남대로 455, 3층 305호 (서초동, 강남태영데시앙루브)",02-533-1595
1282,메디약국,"서울특별시 동대문구 회기로 173, 1층 (회기동)",02-957-3393
1283,메디약국,서울특별시 도봉구 방학로 183,02-956-2339
1284,메디온약국,"서울특별시 강동구 양재대로 1461, SC MEDI TOWER 1층 2호 (길동)",02-475-0067
1285,메디주약국,"서울특별시 서초구 강남대로 429, 406호 (서초동)",02-591-2270
1286,메디칼2층약국,서울특별시 도봉구 도봉로 484,02-992-2313
1287,메디칼갑산약국,"서울특별시 동대문구 망우로 123, 1층 (휘경동)",02-2217-5060
1288,메디칼건강약국,서울특별시 강서구 양천로 104 (방화동),02-2661-3337
1289,메디칼미래약국,서울특별시 강남구 삼성로 38,02-445-1342
1290,메디칼바른약국,"서울특별시 구로구 공원로7길 40, 1층 (구로동, 대영빌딩)",02-866-1914
1291,메디칼서울약국,"서울특별시 종로구 대학로9길 6, 1층,2층 (명륜4가)",02-766-9000
1292,메디칼수정약국,"서울특별시 동작구 보라매로 113, 105호 (대방동, 코스모빌딩)",02-817-6087
1293,메디칼신대방약국,서울특별시 동작구 상도로 77(대방동),02-822-1344
1294,메디칼약국,"서울특별시 강서구 공항대로41길 75, 경원프라자 110호 (등촌동)",02-2668-6068
1295,메디칼약국,"서울특별시 관악구 은천로25길 69, 1층(봉천동,삼성프라자)",02-883-4227
1296,메디칼약국,서울특별시 광진구 광나루로 355 (군자동),02-468-0259
1297,메디칼약국,서울특별시 성동구 고산자로 234,02-2299-0204
1298,메디칼약국,"서울특별시 종로구 경교장길 35, 3136호 (평동, 경희궁자이 3단지)",02-739-0399
1299,메디칼약국,"서울특별시 노원구 동일로 1550, 고려프라자빌딩 2층 206호 (상계동)",02-933-3588
1300,메디칼약국,"서울특별시 마포구 월드컵로14길 5, (서교동)",02-3141-4757
1301,메디칼약국,"서울특별시 도봉구 도봉로 677, 105호 (방학동)",02-3491-5119
1302,메디칼약국,서울특별시 성북구  아리랑로  3 (동소문동6가),02-922-4265
1303,메디칼약국,"서울특별시 서초구 방배로 115, (방배동)",02-587-2529
1304,메디칼우리약국,"서울특별시 동작구 보라매로 106, 101-1호 (신대방동)",02-815-3011
1305,메디칼우리약국,"서울특별시 노원구 동일로 1044, 1층 (공릉동)",02-971-6040
1306,메디칼으뜸약국,"서울특별시 양천구 신정이펜2로 12, 이펜하우스타워 104호 (신정동)",02-2691-1777
1307,메디칼정성약국,서울특별시 강남구 밤고개로21길 8 세곡프라자 107호,02-459-6772
1308,메디칼중앙약국,서울특별시 양천구 오목로 312 (목동),02-2646-2892
1309,메디칼청실약국,서울특별시 강남구 남부순환로 2917  (대치동),02-568-3597
1310,메디칼팜약국,"서울특별시 성북구 오패산로 49, 3층 (하월곡동)",02-909-0508
1311,메디칼푸른약국,"서울특별시 영등포구 양평로 16, 1층105호(당산동6가,대정프라자)",02-2069-2044
1312,메디칼하나약국,서울특별시 중구 다산로 134 (신당동),02-2252-2501
1313,메디칼하늘약국,"서울특별시 강남구 남부순환로 2609, 1층(도곡동, 하늘빌딩)",02-562-9972
1314,메디칼허브약국,"서울특별시 서초구 강남대로 615, 1층 (잠원동, 금정빌딩)",02-540-5001
1315,메디칼희민약국,서울특별시 강남구 영동대로86길 10  (대치동),02-558-6731
1316,메디컬바른약국,"서울특별시 강동구 양재대로121길 7, 거송빌딩 103,104호 (천호동)",02-470-7994
1317,메디컬성모약국,"서울특별시 마포구 월드컵로 73, 1층 (망원동)",02-322-7707
1318,메디컬수약국,"서울특별시 영등포구 영등포로 81-1, 메디컬수약국 (양평동1가)",02-875-3450
1319,메디컬수약국,"서울특별시 중랑구 면목로 430, 1층 (면목동)",02-3661-7575
1320,메디컬수약국,"서울특별시 동작구 서달로 150, 207호, 208호 (흑석동, 해가든상가)",02-825-2911
1321,메디컬약국,"서울특별시 강남구 논현로 98, 문화빌딩 1층 (개포동)",02-575-4888
1322,메디컬우리약국,"서울특별시 동대문구 휘경로 43, 1층 (휘경동)",02-967-1468
1323,메디컬제일약국,"서울특별시 서초구 방배로 225, 1층 (방배동, 성은빌딩)",02-593-5550
1324,메디컬종로약국,"서울특별시 광진구 자양로15길 51-1, 진덕빌딩 1층 (자양동)",02-456-3564
1325,메디케어약국,서울특별시 서초구 신반포로 157,02-593-8040
1326,메디팜21세기약국,"서울특별시 강서구 화곡로 162, 1층 (화곡동)",02-2603-4569
1327,메디팜강일약국,"서울특별시 강동구 아리수로93길 27, 강일타워 106호 (강일동)",02-426-8800
1328,메디팜건강약국,"서울특별시 도봉구 도봉로 487, 1층 (쌍문동)",02-906-1800
1329,메디팜건강약국,서울특별시 은평구 수색로 270-1,02-372-9791
1330,메디팜경약국,서울특별시 은평구 응암로22길 15-1 (응암동),02-386-9507
1331,메디팜금빛약국,"서울특별시 양천구 목동동로 379, 광장상가 1층 (목동)",02-2645-0340
1332,메디팜금성약국,"서울특별시 양천구 남부순환로40가길 15-1, (신월동)",02-2605-7281
1333,메디팜나은약국,서울특별시 용산구 한강대로 211,02-373-8068
1334,메디팜늘봄약국,"서울특별시 중구 다산로 223, 신당빌딩 (신당동)",02-2233-9700
1335,메디팜대림약국,서울특별시 성동구 행당로 87,02-2281-6377
1336,메디팜대신M약국,"서울특별시 송파구 송이로 87, 1층 (가락동)",02-448-1121
1337,메디팜대안약국,서울특별시 금천구 시흥대로 352,02-803-8452
1338,메디팜대원약국,서울특별시 은평구 진흥로1길 2 (역촌동),02-359-2720
