순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사
333,미용실 : 특별한 서비스 5,2021-03-08,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,24살윤율의섹시한젖가슴,2021-03-12,"5,000",0.0%,1,1,한국,한국,스마일컨텐츠
333,새엄마4,2021-03-15,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,새엄마는에로배우,2021-04-02,"1,000",0.0%,1,1,한국,한국,스마일컨텐츠
333,섹스의 세계 - 무삭제판,2021-04-07,"1,000",0.0%,1,1,한국,한국,(주)컨텐츠 빌리지
333,스와핑 : 상사의 아내 2,2021-04-08,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,옆집 누나 : 한번 줄까? 무삭제,2021-05-01,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,비밀정사,2021-05-17,"1,000",0.0%,1,1,한국,한국,(주)영화사히트
333,은밀한 스캔들,2021-05-17,"1,000",0.0%,1,1,한국,한국,(주)영화사히트
333,돌싱 동창생,2021-06-11,"6,000",0.0%,1,1,한국,한국,(주)영진크리에이티브
333,육체의 맛 무삭제,2021-06-22,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,남편대신 도련님 무삭제,2021-06-27,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,미호의 섹스 스캔들,2021-07-21,"1,000",0.0%,1,1,한국,한국,(주)영화사히트
333,패티쉬 : 흥분한 남자들 무삭제,2021-07-26,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,아들의 첫사랑,2021-08-18,"1,000",0.0%,1,1,한국,한국,(주)영화사히트
333,엄친딸 : 2대 1 사랑 나누기,2021-08-22,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,19번가물많은여자친구,2021-08-27,"1,000",0.0%,1,1,한국,한국,스마일픽쳐스
333,뜨거운 밤의 창가,2021-09-27,"1,000",0.0%,1,1,한국,한국,(주)코빈커뮤니케이션즈
333,처남의 여자친구 무삭제,2021-09-14,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,장모: 두 번째 아내,2021-02-15,"1,000",0.0%,1,1,한국,한국,(주)코빈커뮤니케이션즈
333,BJ노는이모2,2021-02-19,"1,000",0.0%,1,1,한국,한국,(주)영화사히트
333,동창회에 가는 목적 무삭제,2021-11-27,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,엄마의 연애 2 무삭제,2021-11-15,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,바람피기 좋은 하루 무삭제,2021-01-26,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,성적은 크기순이 아니잖아,2021-01-28,"1,000",0.0%,1,1,한국,한국,(주)컨텐츠 빌리지
333,용주골 2 - 무삭제판,2021-02-24,"1,000",0.0%,1,1,한국,한국,(주)컨텐츠 빌리지
333,하숙집 2021,2021-12-10,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,보지만 말고 넣어,2021-12-27,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,여비서의 빨간 보고서 무삭제판,2021-12-27,"6,000",0.0%,1,1,한국,한국,(주)가온콘텐츠
333,정사 : 딸의 남자친구 무삭제,2021-10-22,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,스타킹 : 그녀의 음모,2021-10-25,"6,000",0.0%,1,1,한국,한국,(주)가온콘텐츠
333,발칙한 밀애,2021-06-09,"5,000",0.0%,1,1,한국,한국,(주)영화사히트
333,승하의 벗방,2021-06-09,"5,000",0.0%,1,1,한국,한국,(주)영화사히트
333,섹스 끝판왕,2021-04-17,"2,000",0.0%,1,1,한국,한국,케이엘 픽쳐스
333,예쁜식모2 : 취집전략,2021-04-30,"2,000",0.0%,1,1,한국,한국,(주)룬컴퍼니
333,외출 3 무삭제,2021-01-02,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,O형수박가슴가정부,2021-01-08,"5,000",0.0%,1,1,한국,한국,스마일컨텐츠
333,나쁜 섹스 : 그놈에게 당한 날 무삭제,2021-01-19,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,섹스하우스,2021-03-20,"2,000",0.0%,1,1,한국,한국,케이엘 픽쳐스
333,사정의 불시착,2021-03-04,"1,000",0.0%,1,1,한국,한국,(주)영화사히트
333,정사 : 딸의 남자친구,2021-03-08,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,며느리 : 잘못된 관계 무삭제,2021-04-08,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,친구엄마의 욕구불만 무삭제,2021-05-12,"6,000",0.0%,1,1,한국,한국,뷰소프트
333,하얀방 : 열 개의 비밀,2021-05-12,"2,000",0.0%,1,1,한국,한국,주식회사 게티스버그컴퍼니
333,하녀(하는여자),2021-05-20,"1,000",0.0%,1,1,한국,한국,블루커뮤니케이션
333,하숙집 : 그녀들의 신음소리 2 무삭제,2021-05-23,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,새엄마는에로배우-무삭제,2021-06-16,"1,000",0.0%,1,1,한국,한국,스마일컨텐츠
333,벗네 마네,2021-07-21,"1,000",0.0%,1,1,한국,한국,(주)영화사히트
333,어쩌다 하룻밤,2021-06-15,"5,000",0.0%,1,1,한국,한국,(주)영화사히트
333,이웃집 아내를 탐하다,2021-06-22,"1,000",0.0%,1,1,한국,한국,(주)영화사히트
333,슬기로운불륜생활-무삭제,2021-06-24,"6,000",0.0%,1,1,한국,한국,(주)메이크아트
333,잘세우는 형수님,2021-07-06,"1,000",0.0%,1,1,한국,한국,(주)영화사히트
333,자매 : 탐스러운 가슴 무삭제,2021-07-10,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,내 학생의 엄마 5 무삭제,2021-07-18,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,지인의 노랑꽃,2021-07-19,"6,000",0.0%,1,1,한국,한국,(주)영진크리에이티브
333,숙모,2021-07-28,"6,000",0.0%,1,1,한국,한국,선셋 시네마
333,내 아내의 언니 4,2021-07-31,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,야한동생 몸으로 울다,2021-08-10,"5,000",0.0%,1,1,한국,한국,(주)코빈커뮤니케이션즈
333,룸싸롱 알바생,2021-09-01,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,영희와 만수의 음란스케치,2021-09-06,"1,000",0.0%,1,1,한국,한국,(주)코빈커뮤니케이션즈
333,69번가육덕진가정교사,2021-09-24,"1,000",0.0%,1,1,한국,한국,스마일컨텐츠
333,동생 아내 무삭제,2021-10-10,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,스토퀸 무삭제판,2021-10-18,"6,000",0.0%,1,1,한국,한국,(주)가온콘텐츠
333,사위 사랑은 장모 2,2021-02-10,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,술취한여대생들-무삭제,2021-02-10,"5,000",0.0%,1,1,한국,한국,에이원 미디어
333,처제지만 괜찮아,2021-02-19,"1,000",0.0%,1,1,한국,한국,(주)영화사히트
333,젖 큰 그녀들의 경쟁섹스,2021-11-25,"1,000",0.0%,1,1,한국,한국,주식회사 루믹스미디어
333,스와핑 : 맛있는 자매,2021-11-27,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,밀애 : 예쁜 며느리 무삭제,2021-11-08,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,맞고사는 남편 무삭제,2021-11-15,"6,000",0.0%,1,1,한국,한국,(주)가온콘텐츠
333,사내 섹스 보고서 무삭제,2021-11-15,"6,000",0.0%,1,1,한국,한국,(주)가온콘텐츠
333,촉촉한 형수,2021-12-22,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,신입 여비서,2021-12-24,"5,000",0.0%,1,1,한국,한국,주식회사 플릭스코
333,모녀의 교환섹스,2021-06-04,"5,000",0.0%,1,1,한국,한국,에이원 미디어
333,어쩌다 스와핑,2021-06-10,"5,000",0.0%,1,1,한국,한국,(주)영화사히트
333,엄마와 형수는 내가 지켜,2021-04-15,"1,000",0.0%,1,1,한국,한국,(주)코빈커뮤니케이션즈
333,욕구불만 자매들 : 형부가 출장 간 날 무삭제,2021-04-15,"6,000",0.0%,1,1,한국,한국,뷰소프트
333,가슴큰친구누나들-무삭제,2021-01-06,"5,000",0.0%,1,1,한국,한국,스마일컨텐츠
333,삼촌의 여자들 무삭제,2021-01-07,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,구멍새댁,2021-01-11,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,남친을 훔치는 완벽한 방법,2021-01-20,"2,000",0.0%,1,1,한국,한국,P&미디어
333,괜찮아 몽정이야,2021-01-25,"1,000",0.0%,1,1,한국,한국,윤스
333,여자 간병인,2021-03-23,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,빈집의 형수,2021-03-01,"6,000",0.0%,1,1,한국,한국,(주)더레드엔터테인먼트
333,비키니 바 : 맛있는 서비스 무삭제,2021-03-02,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,구멍동서 세부판 무삭제판,2021-03-09,"1,000",0.0%,1,1,한국,한국,엔트리커뮤니케이션즈
333,내 학생의 엄마 5,2021-04-02,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,구멍동생,2021-04-05,"2,000",0.0%,1,1,한국,한국,케이엘 픽쳐스
333,처제가 왜 거기서 나와? - 무삭제판,2021-04-07,"1,000",0.0%,1,1,한국,한국,(주)컨텐츠 빌리지
333,볼빨간 가정부,2021-04-09,"1,000",0.0%,1,1,한국,한국,(주)영화사히트
333,불륜 아가씨,2021-04-10,"2,000",0.0%,1,1,한국,한국,케이엘 픽쳐스
333,두 아내 : 아찔한 동거,2021-05-08,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,교환부부의 세계: 그들만의 은밀한 테크닉,2021-05-20,"1,000",0.0%,1,1,한국,한국,마법사필름
333,맨살의 청춘,2021-05-20,"1,000",0.0%,1,1,한국,한국,(주)코빈커뮤니케이션즈
333,펜트하우스 쇼걸,2021-05-22,"1,000",0.0%,1,1,한국,한국,엔트리커뮤니케이션즈
333,가슴큰간병인-특별한서비스,2021-07-16,"5,000",0.0%,1,1,한국,한국,에이원 미디어
333,보험왕의특별한마사지-무삭제,2021-07-21,"1,000",0.0%,1,1,한국,한국,스마일컨텐츠
333,싸면 뭐하니?,2021-07-21,"1,000",0.0%,1,1,한국,한국,(주)영화사히트
333,예쁜 새댁,2021-08-14,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,바람난 가족들,2021-08-18,"1,000",0.0%,1,1,한국,한국,(주)영화사히트
333,유부녀들 : 스와핑의 맛,2021-09-30,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,아내의 이중생활 무삭제,2021-09-03,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,내 여자친구의 동생 무삭제,2021-09-26,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,윤율아씨의 쓰리쿠션,2021-10-19,"1,000",0.0%,1,1,한국,한국,(주)티에스앤컴퍼니
333,며느리 꼬시기 : 돈의 맛,2021-02-20,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,윤율의 VIP 미용실,2021-11-16,"1,000",0.0%,1,1,한국,한국,(주)픽쳐레스크
333,혼숙생활 무삭제,2021-11-15,"6,000",0.0%,1,1,한국,한국,(주)가온콘텐츠
333,아내의 몸빵,2021-11-17,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,형수 길들이기 - 무삭제판,2021-01-27,"1,000",0.0%,1,1,한국,한국,(주)컨텐츠 빌리지
333,야근: 여과장의 사생활,2021-02-24,"1,000",0.0%,1,1,한국,한국,주식회사 루믹스미디어
333,잘빠진 새엄마,2021-12-07,"1,000",0.0%,1,1,한국,한국,(주)영화사히트
333,비대면 정사,2021-12-16,"6,000",0.0%,1,1,한국,한국,선셋 시네마
333,스와핑-초대된남과여,2021-04-13,"6,000",0.0%,1,1,한국,한국,(주)더레드엔터테인먼트
333,어린 엄마4 - 무삭제판,2021-04-15,"1,000",0.0%,1,1,한국,한국,(주)컨텐츠 빌리지
333,구멍새댁 무삭제,2021-04-25,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,형수님의 하얀 속살,2021-04-27,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,달콤한 처제,2021-01-25,"1,000",0.0%,1,1,한국,한국,윤스
333,그녀의 첫사랑,2021-03-17,"6,000",0.0%,1,1,한국,한국,(주)영진크리에이티브
333,월세는 몸으로 낼게요,2021-03-23,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,어린여친,2021-03-03,"1,000",0.0%,1,1,한국,한국,주식회사 루믹스미디어
333,연애 : 섹스의 기술,2021-03-06,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,모녀 카센터,2021-03-16,"1,000",0.0%,1,1,한국,한국,(주)코빈커뮤니케이션즈
333,우즈벡 사돈처녀 무삭제,2021-04-01,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,하숙집 : 그녀들의 신음소리 무삭제,2021-04-04,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,구멍동서 2 감독판,2021-04-08,"6,000",0.0%,1,1,한국,한국,선셋 시네마
333,며느리 꼬시기 : 돈의 맛 무삭제,2021-05-02,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,조개의 맛,2021-05-04,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,24살윤율의섹시한젖가슴-무삭제,2021-05-05,"1,000",0.0%,1,1,한국,한국,스마일컨텐츠
333,여자 동창 : 우리 지금 할까? 무삭제,2021-05-06,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,예쁜식모2 : 가정부인,2021-05-07,"2,000",0.0%,1,1,한국,한국,(주)룬컴퍼니
333,착한 숙모 : 삼촌이 출장 간 날 무삭제,2021-05-12,"6,000",0.0%,1,1,한국,한국,뷰소프트
333,달콤한 스캔들,2021-05-19,"1,000",0.0%,1,1,한국,한국,(주)영화사히트
333,바꿔서 할까?,2021-05-19,"1,000",0.0%,1,1,한국,한국,(주)영화사히트
333,연애 : 엄마친구 3 무삭제,2021-05-29,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,구멍동서지간 무삭제,2021-06-13,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,우리 바꿔서 할래요?,2021-06-18,"6,000",0.0%,1,1,한국,한국,(주)더레드엔터테인먼트
333,바람난 와이프,2021-06-22,"1,000",0.0%,1,1,한국,한국,(주)영화사히트
333,섹스인형 : 그녀의 온도,2021-07-01,"6,000",0.0%,1,1,한국,한국,(주)디에이치미디어
333,앞집여자 길들이기,2021-07-01,"5,000",0.0%,1,1,한국,한국,(주)영화사히트
333,며느리 : 배꼽 맞춘 날,2021-08-07,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,새엄마지만 괜찮아,2021-08-18,"1,000",0.0%,1,1,한국,한국,(주)영화사히트
333,11번가청순글래머오피스걸-무삭제,2021-09-29,"1,000",0.0%,1,1,한국,한국,스마일컨텐츠
333,여대생들 : 스폰을 찾아서,2021-09-05,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,첫경험의 날,2021-09-11,"1,000",0.0%,1,1,한국,한국,(주)제이엠로드
333,아내의젊은새엄마-무삭제,2021-09-15,"1,000",0.0%,1,1,한국,한국,스마일컨텐츠
333,윤율의 사내불륜,2021-09-23,"1,000",0.0%,1,1,한국,한국,(주)픽쳐레스크
333,도련님의 물건 무삭제,2021-10-12,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,속궁합 짝꿍,2021-10-14,"6,000",0.0%,1,1,한국,한국,(주)영진크리에이티브
333,맛좋은 소꿉친구 무삭제판,2021-10-18,"6,000",0.0%,1,1,한국,한국,(주)가온콘텐츠
333,스와핑 : 친구의 아내 3 무삭제,2021-10-19,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,조개의 맛 무삭제,2021-11-21,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,AS센터 대신맨,2021-11-17,"1,000",0.0%,1,1,한국,한국,(주)픽쳐레스크
333,69번가육덕진가정교사-무삭제,2021-11-10,"1,000",0.0%,1,1,한국,한국,스마일컨텐츠
333,형수님의 하얀 속살 무삭제,2021-11-14,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,하숙집 : 그녀들의 신음소리 2,2021-02-22,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,에로틱 두피 관리샵,2021-12-17,"1,000",0.0%,1,1,한국,한국,(주)티에스앤컴퍼니
333,화끈한 며느리,2021-12-21,"1,000",0.0%,1,1,한국,한국,(주)영화사히트
333,캐디의 목적,2021-12-24,"1,000",0.0%,1,1,한국,한국,스마일컨텐츠
333,아찔한 형수,2021-06-10,"5,000",0.0%,1,1,한국,한국,(주)영화사히트
333,밀애 : 예쁜 며느리,2021-04-20,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,관전녀2 - 무삭제판,2021-04-29,"1,000",0.0%,1,1,한국,한국,(주)컨텐츠 빌리지
333,친구엄마들 3,2021-01-05,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,엄마의 사랑 무삭제,2021-01-12,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,연애 : 아빠친구 무삭제,2021-01-12,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,B형물많고화끈한처제-무삭제,2021-03-17,"1,000",0.0%,1,1,한국,한국,스마일컨텐츠
333,어린 집사,2021-03-17,"6,000",0.0%,1,1,한국,한국,(주)영진크리에이티브
333,착한 딸의 속사정,2021-03-01,"6,000",0.0%,1,1,한국,한국,(주)더레드엔터테인먼트
333,흐느끼는숙모-무삭제,2021-03-06,"5,000",0.0%,1,1,한국,한국,(주)케이피에이기획
333,21살승하의아이돌비밀일기,2021-03-08,"5,000",0.0%,1,1,한국,한국,스마일컨텐츠
333,음란 과외 3 - 무삭제판,2021-03-10,"1,000",0.0%,1,1,한국,한국,(주)컨텐츠 빌리지
333,은밀한 스와핑 무삭제판,2021-04-05,"6,000",0.0%,1,1,한국,한국,(주)영진크리에이티브
333,커플전용 하숙집,2021-04-07,"6,000",0.0%,1,1,한국,한국,뷰소프트
333,동창회에 가는 목적,2021-05-11,"6,000",0.0%,1,1,한국,한국,(주)영화사가을
333,세자매의 섹스파트너,2021-05-13,"1,000",0.0%,1,1,한국,한국,마법사필름
333,수상한마사지샵,2021-05-21,"7,000",0.0%,1,1,한국,한국,에이원 미디어
333,싸네 마네,2021-06-14,"5,000",0.0%,1,1,한국,한국,(주)영화사히트
1,범죄도시2,2022-05-18,"131,295,679,478",21.2%,"12,693,175","2,498",한국,한국,"주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트"
2,한산: 용의 출현,2022-07-27,"73,700,628,377",11.9%,"7,264,934","2,223",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
3,공조2: 인터내셔날,2022-09-07,"70,916,352,586",11.4%,"6,982,840","2,389",한국,한국,(주)씨제이이엔엠
4,헌트,2022-08-10,"44,600,858,153",7.2%,"4,352,390","1,625",한국,한국,플러스엠 엔터테인먼트
5,올빼미,2022-11-23,"31,769,067,550",5.1%,"3,222,767","1,541",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
6,마녀(魔女) Part2. The Other One,2022-06-15,"28,922,488,670",4.7%,"2,806,501","1,796",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
7,비상선언,2022-08-03,"20,926,361,328",3.4%,"2,058,762","1,734",한국,한국,(주)쇼박스
8,육사오(6/45),2022-08-24,"19,791,166,880",3.2%,"1,980,769","1,159",한국,한국,"(주)홈초이스,(주)싸이더스"
9,헤어질 결심,2022-06-29,"19,642,291,589",3.2%,"1,893,954","1,374",한국,한국,(주)씨제이이엔엠
10,외계+인 1부,2022-07-20,"15,987,826,548",2.6%,"1,538,504","1,959",한국,한국,(주)씨제이이엔엠
11,영웅,2022-12-21,"14,534,225,323",2.3%,"1,487,679","1,314",한국,한국,(주)씨제이이엔엠
12,해적: 도깨비 깃발,2022-01-26,"12,523,963,990",2.0%,"1,339,242","1,708",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
13,브로커,2022-06-08,"12,586,786,030",2.0%,"1,261,131","1,594",한국,한국,(주)씨제이이엔엠
14,인생은 아름다워,2022-09-28,"10,898,038,019",1.8%,"1,171,602","1,285",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
15,데시벨,2022-11-16,"8,846,169,146",1.4%,"900,654","1,152",한국,한국,(주)마인드마크
16,정직한 후보2,2022-09-28,"8,446,139,162",1.4%,"899,684","1,318",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
18,자백,2022-10-26,"7,352,559,230",1.2%,"738,120","1,115",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
20,압꾸정,2022-11-30,"5,722,751,661",0.9%,"608,197","1,229",한국,한국,(주)쇼박스
21,이상한 나라의 수학자,2022-03-09,"5,044,868,520",0.8%,"534,216","1,357",한국,한국,(주)쇼박스
22,동감,2022-11-16,"4,755,257,700",0.8%,"490,145","1,013",한국,한국,씨제이 씨지브이(CJ CGV)(주)
23,늑대사냥,2022-09-21,"4,769,650,393",0.8%,"458,720","1,226",한국,한국,"TCO(주)더콘텐츠온,씨제이 씨지브이(CJ CGV)(주)"
24,뽀로로 극장판 드래곤캐슬 대모험,2022-07-28,"4,191,306,075",0.7%,"447,571",748,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
26,니 부모 얼굴이 보고 싶다,2022-04-27,"3,948,625,280",0.6%,"416,374","1,008",한국,한국,(주)마인드마크
27,리멤버,2022-10-26,"3,969,817,717",0.6%,"412,778","1,189",한국,한국,(주)에이스메이커무비웍스
28,뜨거운 피,2022-03-23,"3,782,750,970",0.6%,"398,090","1,279",한국,한국,"(주)스튜디오디에이치엘,(주)키다리스튜디오"
29,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,"3,417,319,076",0.6%,"356,783",665,한국,한국,(주)씨제이이엔엠
30,탄생,2022-11-30,"3,027,962,441",0.5%,"335,938",670,한국,한국,"씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트"
31,극장판 헬로카봇: 수상한 마술단의 비밀,2022-09-28,"2,140,400,817",0.3%,"228,380",790,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
32,극장판 뽀로로와 친구들: 바이러스를 없애줘!,2022-12-01,"1,740,432,400",0.3%,"193,344",380,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
33,극장판 엄마 까투리: 도시로 간 까투리 가족,2022-09-08,"1,597,219,099",0.3%,"172,165",616,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
34,앵커,2022-04-20,"1,651,791,610",0.3%,"171,255","1,032",한국,한국,(주)에이스메이커무비웍스
35,공기살인,2022-04-22,"1,473,339,250",0.2%,"158,265",756,한국,한국,"TCO(주)더콘텐츠온,씨제이 씨지브이(CJ CGV)(주)"
36,젠틀맨,2022-12-28,"1,421,084,655",0.2%,"152,558",751,한국,한국,플러스엠 엔터테인먼트
38,극장판 안녕 자두야: 제주도의 비밀,2022-01-27,"1,068,187,980",0.2%,"121,169",618,한국,한국,(주)씨제이이엔엠
39,서울괴담,2022-04-27,"1,076,281,490",0.2%,"112,725",474,한국,한국,플러스엠 엔터테인먼트
40,스텔라,2022-04-06,"853,798,300",0.1%,"94,213",690,한국,한국,씨제이 씨지브이(CJ CGV)(주)
41,인민을 위해 복무하라,2022-02-23,"709,334,190",0.1%,"79,105",598,한국,한국,(주)제이앤씨미디어그룹
42,리미트,2022-08-31,"637,399,902",0.1%,"68,097",687,한국,한국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹"
43,엔시티 드림 더 무비 : 인 어 드림,2022-11-30,"1,239,999,100",0.2%,"62,018",103,한국,한국,씨제이포디플렉스 주식회사
44,더 킬러: 죽어도 되는 아이,2022-07-13,"601,780,660",0.1%,"60,175",314,한국,한국,"(주)아이에이치큐,(주)영화사 륙,(주)씨네필운"
45,시맨틱 에러: 더 무비,2022-08-31,"656,057,000",0.1%,"59,314",57,한국,한국,주식회사 왓챠
46,인생은 뷰티풀: 비타돌체,2022-09-07,"1,667,323,500",0.3%,"52,969",107,한국,한국,"씨제이 씨지브이(CJ CGV)(주),씨제이포디플렉스 주식회사"
47,컴백홈,2022-10-05,"455,749,079",0.1%,"51,404",603,한국,한국,(주)제이앤씨미디어그룹
48,세븐틴 파워 오브 러브 : 더 무비,2022-04-20,"967,402,500",0.2%,"48,383",151,한국,한국,"씨제이포디플렉스 주식회사,CGV ICECON"
49,귀못,2022-10-19,"358,073,700",0.1%,"42,342",208,한국,한국,와이드 릴리즈(주)
50,뒤틀린 집,2022-07-13,"331,549,100",0.1%,"34,886",156,한국,한국,(주)스튜디오디에이치엘
51,쥬라기캅스 극장판: 공룡시대 대모험,2022-09-07,"245,577,088",0.0%,"26,805",453,한국,한국,플러스엠 엔터테인먼트
52,안녕하세요,2022-05-25,"183,017,360",0.0%,"25,140",297,한국,한국,(주)디스테이션
53,극장판 검정고무신 : 즐거운 나의 집,2022-10-06,"219,406,100",0.0%,"24,465",232,한국,한국,"(주)대교 미디어콘텐츠사업본부,(주)블루라벨픽쳐스"
54,뿌까의 짜장면파티,2022-07-04,"143,231,500",0.0%,"23,741",11,한국,한국,(주)에픽캔
55,유포자들,2022-11-23,"154,485,500",0.0%,"23,682",123,한국,한국,와이드 릴리즈(주)
56,스위치,2023-01-04,"220,588,884",0.0%,"23,148",912,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
57,비욘드라이브 더 무비 : 엔시티 레조넌스,2022-01-12,"339,307,500",0.1%,"22,621",34,한국,한국,씨제이 씨지브이(CJ CGV)(주)
58,프린세스 아야,2022-09-21,"162,670,896",0.0%,"20,761",348,한국,한국,씨제이 씨지브이(CJ CGV)(주)
59,한산 리덕스,2022-11-16,"169,259,176",0.0%,"19,314",202,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
61,헤이지니&럭키강이 비밀의 문,2022-12-01,"133,990,363",0.0%,"14,478",282,한국,한국,"(주)영화사 그램,(주)플레이그램"
62,피는 물보다 진하다,2022-05-25,"90,700,500",0.0%,"14,201",78,한국,한국,(주)이놀미디어
63,뜨거운 피: 디 오리지널,2022-05-26,"111,999,200",0.0%,"13,854",59,한국,한국,"(주)스튜디오디에이치엘,(주)키다리스튜디오"
64,심야카페: 미씽 허니,2022-11-17,"98,978,194",0.0%,"13,682",174,한국,한국,(주)영화특별시에스엠씨
65,장민호 드라마 최종회,2022-01-24,"223,662,200",0.0%,"11,687",81,한국,한국,"씨제이 씨지브이(CJ CGV)(주),CGV ICECON"
66,엑스칼리버 더 뮤지컬 다큐멘터리: 도겸의 찬란한 여정,2022-10-05,"261,746,000",0.0%,"11,305",31,한국,한국,씨제이포디플렉스 주식회사
67,비욘드 라이브 더 무비: 엑소의 사다리 타고 세계여행3,2022-07-27,"149,441,500",0.0%,"9,060",18,한국,한국,씨제이 씨지브이(CJ CGV)(주)
68,위대한 침묵,2022-06-29,"81,404,670",0.0%,"8,662",48,한국,한국,"(주)지티지그룹,와이드 릴리즈(주)"
69,비욘드 라이브 더 무비 : 샤이니 월드,2022-06-29,"133,198,500",0.0%,"8,325",13,한국,한국,씨제이 씨지브이(CJ CGV)(주)
70,십센치 : 권정열 인 시네마,2022-10-08,"182,562,000",0.0%,"7,977",20,한국,한국,씨제이 씨지브이(CJ CGV)(주)
72,B컷,2022-03-30,"36,525,500",0.0%,"4,763",84,한국,한국,TCO(주)더콘텐츠온
73,로보카폴리 안전교실 교통편,2022-09-19,"27,590,000",0.0%,"4,597",16,한국,한국,(주)로이비쥬얼
